512	512	100	3.43395
512	512	100	3.46069
512	512	100	3.46526
512	512	100	3.41595
512	512	100	3.44311
512	512	100	3.44155
512	512	100	3.43419
512	512	100	3.43238
512	512	100	3.45071
512	512	100	3.43463
512	512	200	6.92256
512	512	200	6.90266
512	512	200	6.91945
512	512	200	6.94667
512	512	200	6.91714
512	512	200	7.00036
512	512	200	6.96973
512	512	200	6.98436
512	512	200	6.92187
512	512	200	6.93936
512	512	300	10.3924
512	512	300	11.101
512	512	300	10.3481
512	512	300	10.3923
512	512	300	11.0821
512	512	300	10.4083
512	512	300	10.4596
512	512	300	10.4079
512	512	300	11.1325
512	512	300	11.1169
512	512	100	1.68997
512	512	100	1.7202
512	512	100	1.79123
512	512	100	1.71739
512	512	100	1.82887
512	512	100	1.71793
512	512	100	1.6883
512	512	100	1.68674
512	512	100	1.71901
512	512	100	1.64661
512	512	200	3.32362
512	512	200	3.5382
512	512	200	3.40129
512	512	200	3.45224
512	512	200	3.59802
512	512	200	3.5135
512	512	200	3.42467
512	512	200	3.53264
512	512	200	3.34056
512	512	200	3.66247
512	512	300	5.10734
512	512	300	5.53347
512	512	300	4.96096
512	512	300	5.0457
512	512	300	5.51364
512	512	300	4.9516
512	512	300	5.22932
512	512	300	5.4264
512	512	300	4.94852
512	512	300	5.1478
512	512	100	2.14818
512	512	100	2.13123
512	512	100	2.15305
512	512	100	2.06395
512	512	100	2.12471
512	512	100	2.08713
512	512	100	2.1045
512	512	100	2.14267
512	512	100	2.17875
512	512	100	2.25626
512	512	200	4.27428
512	512	200	4.21566
512	512	200	4.26724
512	512	200	4.29014
512	512	200	4.21993
512	512	200	4.2195
512	512	200	4.32079
512	512	200	4.11963
512	512	200	4.24288
512	512	200	4.36358
512	512	300	6.25145
512	512	300	6.25503
512	512	300	6.45299
512	512	300	6.32312
512	512	300	6.29551
512	512	300	6.46323
512	512	300	6.33632
512	512	300	6.33839
512	512	300	6.24526
512	512	300	6.44077
512	512	100	4.46202
512	512	100	4.89883
512	512	100	4.36625
512	512	100	4.74649
512	512	100	5.14945
512	512	100	4.89753
512	512	100	5.41415
512	512	100	4.44695
512	512	100	5.52559
512	512	100	5.0294
512	512	200	9.84899
512	512	200	9.7795
512	512	200	10.7194
512	512	200	9.08649
512	512	200	10.0769
512	512	200	10.1114
512	512	200	9.46019
512	512	200	9.992
512	512	200	9.92489
512	512	200	9.57129
512	512	300	16.3054
512	512	300	13.8848
512	512	300	14.6244
512	512	300	14.5828
512	512	300	15.1277
512	512	300	15.1883
512	512	300	15.7449
512	512	300	14.0425
512	512	300	13.6506
512	512	300	15.068
