128	128	100	0.0524778
128	128	100	0.0512679
128	128	100	0.0513651
128	128	100	0.051779
128	128	100	0.0515411
128	128	100	0.0513852
128	128	100	0.050822
128	128	100	0.0514722
128	128	100	0.051405
128	128	100	0.05158
128	128	200	0.099438
128	128	200	0.099256
128	128	200	0.100116
128	128	200	0.0997412
128	128	200	0.0994301
128	128	200	0.101192
128	128	200	0.101527
128	128	200	0.0999441
128	128	200	0.10042
128	128	200	0.100484
128	128	300	0.147991
128	128	300	0.148576
128	128	300	0.148153
128	128	300	0.147575
128	128	300	0.148476
128	128	300	0.146898
128	128	300	0.148542
128	128	300	0.14733
128	128	300	0.148644
128	128	300	0.147614
128	128	100	0.203271
128	128	100	0.0287519
128	128	100	0.0288451
128	128	100	0.0290341
128	128	100	0.194664
128	128	100	0.028811
128	128	100	0.029258
128	128	100	0.0290511
128	128	100	0.029012
128	128	100	0.0290141
128	128	200	0.05515
128	128	200	0.055316
128	128	200	0.265202
128	128	200	0.0555079
128	128	200	0.0552912
128	128	200	0.0547981
128	128	200	0.0554891
128	128	200	0.26555
128	128	200	0.0551901
128	128	200	0.213144
128	128	300	0.0815902
128	128	300	0.0818989
128	128	300	0.0819061
128	128	300	0.081531
128	128	300	0.843947
128	128	300	0.232728
128	128	300	0.081697
128	128	300	0.0816729
128	128	300	0.082608
128	128	300	0.0816
128	128	100	1.4818
128	128	100	1.4933
128	128	100	1.41548
128	128	100	1.44593
128	128	100	1.46584
128	128	100	1.44927
128	128	100	1.4454
128	128	100	1.45242
128	128	100	1.39533
128	128	100	1.4334
128	128	200	2.88662
128	128	200	2.84644
128	128	200	2.86824
128	128	200	2.92544
128	128	200	2.86571
128	128	200	2.91946
128	128	200	2.83967
128	128	200	2.93505
128	128	200	2.93576
128	128	200	3.11083
128	128	300	4.34004
128	128	300	4.54147
128	128	300	4.4165
128	128	300	4.58254
128	128	300	4.44456
128	128	300	4.49927
128	128	300	4.42265
128	128	300	4.38918
128	128	300	4.30512
128	128	300	4.34704
128	128	100	3.56854
128	128	100	3.34143
128	128	100	3.31574
128	128	100	3.80384
128	128	100	3.57645
128	128	100	3.19508
128	128	100	3.16595
128	128	100	3.42094
128	128	100	3.32168
128	128	100	3.59069
128	128	200	6.46027
128	128	200	6.94836
128	128	200	6.60531
128	128	200	6.95917
128	128	200	6.4757
128	128	200	6.42234
128	128	200	6.41573
128	128	200	6.46019
128	128	200	6.7005
128	128	200	6.90667
128	128	300	11.0749
128	128	300	10.6025
128	128	300	9.95642
128	128	300	10.0601
128	128	300	10.4176
128	128	300	10.1077
128	128	300	10.1128
128	128	300	10.3536
128	128	300	9.7358
128	128	300	9.87555
